"id","Pais","Localidad","Denominación Genérica","Denominación Específica","Código","Naturaleza","Tipo"
25703,"ESPAÑA","MADRID","Centro Privado de Educación  Especial","MARIA CORREDENTORA",28012664,"Centro privado",2
25704,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MARIA CRISTINA",28012676,"Centro privado",1
25705,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MARIA REINA",28012688,"Centro privado",1
25706,"ESPAÑA","MADRID","Centro Privado de Educación Secundaria","MARIN AMAT",28012706,"Centro privado",2
25707,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MENESIANO",28012767,"Centro privado",1
25708,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MADRES MERCEDARIAS DE D. JUAN DE ALARCON",28012779,"Centro privado",1
25709,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","LA MILAGROSA",28012810,"Centro privado",1
25710,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MINERVA",28012846,"Centro privado",1
25711,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MONTEALTO",28012871,"Centro privado",1
25712,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","NATIVIDAD DE NUESTRA SEÑORA",28012901,"Centro privado",1
25713,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","NTRA. SRA. DE LOS ANGELES",28012949,"Centro privado",1
25714,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","DULCE NOMBRE DE JESUS",28011805,"Centro privado",1
25715,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","ESTILO",28011866,"Centro privado",1
25716,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","F.E.M.",28011891,"Centro privado",1
25717,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","TAJAMAR",28011908,"Centro privado",1
25718,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MONTPELLIER",28011911,"Centro privado",1
25719,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTA MARIA DE LA HISPANIDAD",28011921,"Centro privado",1
25720,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","FRAY LUIS DE LEON",28011945,"Centro privado",1
25721,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","GAMO DIANA",28011970,"Centro privado",1
25722,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","LOS ROBLES",28012032,"Centro privado",1
25723,"ESPAÑA","MADRID","Centro Privado de Educación Infantil","HANSEL Y GRETHEL",28012071,"Centro privado",2
25724,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","HISPANO ALEMAN",28012111,"Centro privado",1
25725,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","LA INMACULADA-MARILLAC",28012196,"Centro privado",1
25726,"ESPAÑA","POZUELO DE ALARCÓN","Centro Docente Privado Extranjero en España","BRITISH COUNCIL SCHOOL (BRITANICO)",28012275,"Centro privado",2
25727,"ESPAÑA","MADRID","Centro Privado de Educación  Especial","INS.PSICOPEDIATRIA DR.QUINTERO LUMBRERAS",28012299,"Centro privado",2
25728,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","JESUS MARIA",28012354,"Centro privado",1
25729,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","ARCANGEL",28011349,"Centro privado",1
25730,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTA BEATRIZ DE SILVA",28011428,"Centro privado",1
25731,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","CARDENAL SPINOLA",28011477,"Centro privado",1
25732,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","EL CARMELO TERESIANO",28011490,"Centro privado",1
25733,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","CENTRAL",28011520,"Centro privado",1
25734,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","LICEO SOROLLA B",28011544,"Centro privado",1
25735,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","CIUDAD DE LOS MUCHACHOS",28011593,"Centro privado",1
25736,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","LICEO CONSUL",28011623,"Centro privado",1
25737,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","CORAZON INMACULADO",28011635,"Centro privado",1
25738,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","CORAZON DE MARIA",28011647,"Centro privado",1
25739,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","CORPUS CHRISTI",28011659,"Centro privado",1
25740,"ESPAÑA","MADRID","Colegio Público","CIUDAD DE CORDOBA",28011684,"Centro público",0
25741,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","DECROLY",28011726,"Centro privado",1
25742,"ESPAÑA","MADRID","Centro Privado de Educación Infantil","NIÑO JESUS",28008119,"Centro privado",2
25743,"ESPAÑA","MADRID","Colegio Público","ARCIPRESTE DE HITA",28006469,"Centro público",0
25744,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","ALAMEDA DE OSUNA",28006561,"Centro privado",1
25745,"ESPAÑA","MADRID","Centro Privado de Educación Infantil","ALCONERA",28006597,"Centro privado",2
25746,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","AULA NUEVA",28006767,"Centro privado",1
25747,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","EL AVE MARIA",28006779,"Centro privado",1
25748,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","BEATA FILIPINA-FUND.FELICIANA VIERTOLA",28006809,"Centro privado",1
25749,"ESPAÑA","MADRID","Centro Privado de Educación Infantil","PROJARDIN BRUSELAS",28006846,"Centro privado",2
25750,"ESPAÑA","MADRID","Centro Privado de Educación Infantil","COMENDADORAS DE SANTIAGO",28007085,"Centro privado",2
25751,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MADRES CONCEPCIONISTAS",28007103,"Centro privado",1
25752,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","CRISTO REY",28007127,"Centro privado",1
25753,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","CRISTO REY",28007139,"Centro privado",1
25754,"ESPAÑA","MADRID","Colegio Público","SAN JUAN BOSCO",28011015,"Centro público",0
25755,"ESPAÑA","MADRID","Colegio Público","VAZQUEZ DE MELLA",28011040,"Centro público",0
25756,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","AFUERA III A",28011091,"Centro privado",1
25757,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","PATROCINIO DE MARIA",28011209,"Centro privado",1
25758,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","AMOR DE DIOS",28011246,"Centro privado",1
25759,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","AMOR MISERICORDIOSO",28011258,"Centro privado",1
25760,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","AMOROS",28011261,"Centro privado",1
25761,"ESPAÑA","MADRID","Colegio Público","GARCIA MORENTE",28010655,"Centro público",0
25762,"ESPAÑA","MADRID","Colegio Público","PI I MARGALL",28010679,"Centro público",0
25763,"ESPAÑA","MADRID","Colegio Público","FRANCISCO DE GOYA",28010680,"Centro público",0
25764,"ESPAÑA","MADRID","Colegio Público","ISABEL LA CATOLICA",28010710,"Centro público",0
25765,"ESPAÑA","MADRID","Colegio Público","JOAQUIN COSTA",28010722,"Centro público",0
25766,"ESPAÑA","MADRID","Colegio Público","JOSE CALVO SOTELO",28010746,"Centro público",0
25767,"ESPAÑA","MADRID","Colegio Público","LEGADO CRESPO",28010761,"Centro público",0
25768,"ESPAÑA","MADRID","Colegio Público","LEPANTO",28010771,"Centro público",0
25769,"ESPAÑA","MADRID","Colegio Público","LOPE DE VEGA",28010783,"Centro público",0
25770,"ESPAÑA","MADRID","Colegio Público","MANUEL BARTOLOME COSSIO",28010795,"Centro público",0
25771,"ESPAÑA","MADRID","Colegio Público","MANUEL SAINZ DE VICUÑA",28010801,"Centro público",0
25772,"ESPAÑA","MADRID","Colegio Público","MARCELO USERA",28010813,"Centro público",0
25773,"ESPAÑA","MADRID","Colegio Público","MIGUEL BLASCO VILATELA",28010849,"Centro público",0
25774,"ESPAÑA","MADRID","Colegio Público","MIGUEL DE UNAMUNO",28010850,"Centro público",0
25775,"ESPAÑA","MADRID","Colegio Público","MANUEL NUÑEZ DE ARENAS",28010862,"Centro público",0
25776,"ESPAÑA","MADRID","Colegio Público","ANTONIO MORENO ROSALES",28010874,"Centro público",0
25777,"ESPAÑA","MADRID","Colegio Público","NTRA. SRA. DE LA ALMUDENA",28010886,"Centro público",0
25778,"ESPAÑA","MADRID","Colegio Público","AMADOR DE LOS RIOS",28010412,"Centro público",0
25779,"ESPAÑA","MADRID","Colegio Público","ARAVACA",28010424,"Centro público",0
25780,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","ASUNCION CUESTABLANCA",28010436,"Centro privado",1
25781,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTA RAFAELA MARIA",28010448,"Centro privado",1
25782,"ESPAÑA","MADRID","Colegio Público","CARLOS V",28010461,"Centro público",0
25783,"ESPAÑA","MADRID","Colegio Público","CARMEN CABEZUELO",28010473,"Centro público",0
25784,"ESPAÑA","MADRID","Colegio Público","CONCEPCION ARENAL",28010497,"Centro público",0
25785,"ESPAÑA","MADRID","Colegio Público","DOCTOR CONDE ARRUGA",28010503,"Centro público",0
25786,"ESPAÑA","MADRID","Colegio Público","COSTA RICA",28010527,"Centro público",0
25787,"ESPAÑA","MADRID","Colegio Público","CUBA",28010539,"Centro público",0
25788,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","DIVINO MAESTRO",28010540,"Centro privado",1
25789,"ESPAÑA","MADRID","Colegio Público","DOCTOR FEDERICO RUBIO",28010552,"Centro público",0
25790,"ESPAÑA","MADRID","Colegio Público","ERMITA DEL SANTO",28010576,"Centro público",0
25791,"ESPAÑA","MADRID","Colegio Público","FELIPE II",28010591,"Centro público",0
25792,"ESPAÑA","MADRID","Colegio Público","FERNANDEZ MORATIN",28010606,"Centro público",0
25793,"ESPAÑA","MADRID","Colegio Público","FERNANDO EL CATOLICO",28010618,"Centro público",0
25794,"ESPAÑA","MADRID","Colegio Público","FRANCISCO DE LUIS",28010643,"Centro público",0
25795,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTA MARIA",28009586,"Centro privado",1
25796,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTA MARIA DE LOS APOSTOLES",28009604,"Centro privado",1
25797,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTA MARIA DEL PILAR",28009641,"Centro privado",1
25798,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTA MARIA DE LOS PINOS",28009653,"Centro privado",1
25799,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTA MARIA DEL VALLE CEP",28009677,"Centro privado",1
25800,"ESPAÑA","MADRID","Centro Privado de Educación Infantil","LA AMISTAD",28009771,"Centro privado",2
25801,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTISIMO SACRAMENTO",28009781,"Centro privado",1
25802,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTISIMO SACRAMENTO",28009793,"Centro privado",1
25803,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTO ANGEL DE LA GUARDA",28009801,"Centro privado",1
25804,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTO ANGEL DE LA GUARDA",28009823,"Centro privado",1
25805,"ESPAÑA","MADRID","Centro Privado de Formación Profesional Específica","TEIDE IV",28009884,"Centro privado",2
25806,"ESPAÑA","MADRID","Colegio Público","MESONERO ROMANOS",28005908,"Centro público",0
25807,"ESPAÑA","MADRID","Colegio Público","NAVAS DE TOLOSA",28005911,"Centro público",0
25808,"ESPAÑA","MADRID","Colegio Público","EDUARDO ROJO",28005933,"Centro público",0
25809,"ESPAÑA","MADRID","Colegio Público","NTRA. SRA. DE LA CONCEPCION",28005945,"Centro público",0
25810,"ESPAÑA","MADRID","Colegio Público","HAITI",28005477,"Centro público",0
25811,"ESPAÑA","MADRID","Colegio Público","HERMANOS PINZON",28005489,"Centro público",0
25812,"ESPAÑA","MADRID","Colegio Público","HERNAN CORTES",28005490,"Centro público",0
25813,"ESPAÑA","MADRID","Colegio Público","HONDURAS",28005519,"Centro público",0
25814,"ESPAÑA","MADRID","Colegio Público de Educación Especial","HOSPITAL DEL NIÑO JESUS",28005520,"Centro público",0
25815,"ESPAÑA","MADRID","Colegio Público de Educación Especial","MARIA SORIANO",28005556,"Centro público",0
25816,"ESPAÑA","MADRID","Colegio Público","ISAAC PERAL",28005568,"Centro público",0
25817,"ESPAÑA","MADRID","Colegio Público","LUIS BELLO",28005571,"Centro público",0
25818,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SAN JUAN BAUTISTA",28009291,"Centro privado",1
25819,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SAN RAFAEL ARCANGEL-SANTA LUISA",28009422,"Centro privado",1
25820,"ESPAÑA","MADRID","Centro Privado de Educación Infantil","SAN ROQUE",28009434,"Centro privado",2
25821,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SAN VIATOR",28009446,"Centro privado",1
25822,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SAN VICENTE",28009458,"Centro privado",1
25823,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTA ELIZABETH",28009495,"Centro privado",1
25824,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTA GEMA GALGANI",28009525,"Centro privado",1
25825,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","REAL COLEGIO SANTA ISABEL-LA ASUNCION",28009549,"Centro privado",1
25826,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","PURISIMA CONCEPCION",28008791,"Centro privado",1
25827,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","RAMON Y CAJAL",28008806,"Centro privado",1
25828,"ESPAÑA","MADRID","Centro Privado de Educación Infantil","REINA DE LOS ANGELES",28008818,"Centro privado",2
25829,"ESPAÑA","SAN SEBASTIÁN DE LOS REYES","Centro Privado de Educación Infantil","EL ARDAL",28008880,"Centro privado",2
25830,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SAGRADO CORAZON",28008892,"Centro privado",1
25831,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SAGRADO CORAZON",28008909,"Centro privado",1
25832,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SAGRADO CORAZON",28008910,"Centro privado",1
25833,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTA MARIA MICAELA",28008922,"Centro privado",1
25834,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","LA SALLE-SAGRADO CORAZON",28008934,"Centro privado",1
25835,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SAGRADOS CORAZONES",28008946,"Centro privado",1
25836,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","ENRIQUETA AYMER",28008958,"Centro privado",1
25837,"ESPAÑA","MADRID","Centro Privado de Educación Infantil","KINDERGARTEN LA SALLE",28008971,"Centro privado",2
25838,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SAN ANTONIO",28008995,"Centro privado",1
25839,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SAN BUENAVENTURA",28009033,"Centro privado",1
25840,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","ARTURO SORIA",28009069,"Centro privado",1
25841,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","NTRA. SRA. DEL BUEN CONSEJO",28008211,"Centro privado",1
25842,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","NTRA. SRA. DEL BUEN CONSEJO",28008223,"Centro privado",1
25843,"ESPAÑA","MADRID","Centro Privado de Educación Infantil","NTRA. SRA. DE LOS DOLORES",28008259,"Centro privado",2
25844,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","NTRA. SRA. DE FATIMA",28008296,"Centro privado",1
25845,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","NTRA. SRA. DE LAS MARAVILLAS",28008351,"Centro privado",1
25846,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","OBRA SO.N.S.MONTSERRAT-S.SIMON Y S.JUDAS",28008387,"Centro privado",1
25847,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","NTRA. SRA. DE LAS NIEVES",28008405,"Centro privado",1
25848,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","NTRA. SRA. DE LA PAZ",28008430,"Centro privado",1
25849,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","NTRA. SRA. DEL PILAR",28008508,"Centro privado",1
25850,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","NTRA. SRA. DEL PILAR",28008511,"Centro privado",1
25851,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","LICEO OROQUIETA",28008600,"Centro privado",1
25852,"ESPAÑA","MADRID","Centro Privado de Educación Secundaria","PABLO VI",28008612,"Centro privado",2
25853,"ESPAÑA","MADRID","Centro Privado de Educación Infantil","PATROCINIO DE SAN JOSE",28008636,"Centro privado",2
25854,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","EL PORVENIR",28008703,"Centro privado",1
25855,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","EL PRADO",28008715,"Centro privado",1
25856,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","FUNDACION CALDEIRO",28007395,"Centro privado",1
25857,"ESPAÑA","MADRID","Centro Docente Privado Extranjero en España","HASTINGS SCHOOL (BRITANICO)",28007462,"Centro privado",2
25858,"ESPAÑA","MADRID","Centro Privado de Educación Secundaria","INFANTA MARIA TERESA",28007531,"Centro privado",2
25859,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","JESUS MAESTRO",28007607,"Centro privado",1
25860,"ESPAÑA","MADRID","Centro Privado de Educación Secundaria","JESUS MARIA",28007619,"Centro privado",2
25861,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MADRE DE DIOS",28007826,"Centro privado",1
25862,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MARIA INMACULADA",28007917,"Centro privado",1
25863,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MARIA REINA",28007942,"Centro privado",1
25864,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MARIA REINA",28007954,"Centro privado",1
25865,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MATER CLEMENTISIMA",28007978,"Centro privado",1
25866,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MATER INMACULATA",28007991,"Centro privado",1
25867,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","LA MERCED",28008016,"Centro privado",1
25868,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MIRASIERRA",28008053,"Centro privado",1
25869,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","BLANCA DE CASTILLA",28008107,"Centro privado",1
25870,"ESPAÑA","LEGANÉS","Instituto de Educación Secundaria (IES)","JOSE DE CHURRIGUERA",28003882,"Centro público",0
25871,"ESPAÑA","LEGANÉS","Instituto de Educación Secundaria (IES)","LUIS VIVES",28003894,"Centro público",0
25872,"ESPAÑA","LEGANÉS","Instituto de Educación Secundaria (IES)","MARIA ZAMBRANO",28003900,"Centro público",0
25873,"ESPAÑA","LOECHES","Colegio Público","DUQUE DE ALBA",28003961,"Centro público",0
25874,"ESPAÑA","LOECHES","Centro Privado con varias Enseñanzas de Régimen General","MONTFORT",28003973,"Centro privado",1
25875,"ESPAÑA","MADRID","Instituto de Educación Secundaria (IES)","CERVANTES",28004059,"Centro público",0
25876,"ESPAÑA","MADRID","Colegio Público","DAMASO ALONSO",28004266,"Centro público",0
25877,"ESPAÑA","MADRID","Centro Privado de Educación Infantil","CERVANTES BABY",28004291,"Centro privado",2
25878,"ESPAÑA","GETAFE","Centro Privado con varias Enseñanzas de Régimen General","SAN SEBASTIAN",28003171,"Centro privado",1
25879,"ESPAÑA","GETAFE","Instituto de Educación Secundaria (IES)","MATEMATICO PUIG ADAM",28003201,"Centro público",0
25880,"ESPAÑA","GETAFE","Centro Privado con varias Enseñanzas de Régimen General","LA INMACULADA-PADRES ESCOLAPIOS",28003250,"Centro privado",1
25881,"ESPAÑA","GETAFE","Centro Privado con varias Enseñanzas de Régimen General","DIVINA PASTORA",28003262,"Centro privado",1
25882,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","LUZ CASANOVA",28007152,"Centro privado",1
25883,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","NAZARET-OPORTO",28007191,"Centro privado",1
25884,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SAGRADO CORAZON DE JESUS",28007292,"Centro privado",1
25885,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","NUEVO EQUIPO",28007309,"Centro privado",1
25886,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SAN LUIS-FELCA",28007371,"Centro privado",1
25887,"ESPAÑA","MADRID","Colegio Público","REPUBLICA DE VENEZUELA",28006202,"Centro público",0
25888,"ESPAÑA","MADRID","Colegio Público","LOS ROSALES",28006214,"Centro público",0
25889,"ESPAÑA","MADRID","Colegio Público","RUFINO BLANCO",28006238,"Centro público",0
25890,"ESPAÑA","MADRID","Colegio Público","SAGUNTO",28006251,"Centro público",0
25891,"ESPAÑA","MADRID","Colegio Público","SAN CARLOS",28006263,"Centro público",0
25892,"ESPAÑA","MADRID","Colegio Público","SAN EUGENIO Y SAN ISIDRO",28006275,"Centro público",0
25893,"ESPAÑA","MADRID","Colegio Público","SAN IGNACIO DE LOYOLA",28006305,"Centro público",0
25894,"ESPAÑA","MADRID","Colegio Público","SAN ILDEFONSO",28006317,"Centro público",0
25895,"ESPAÑA","MADRID","Colegio Público","SAN ISIDORO",28006329,"Centro público",0
25896,"ESPAÑA","MADRID","Colegio Público","SAN JUAN DE LA CRUZ",28006354,"Centro público",0
25897,"ESPAÑA","MADRID","Colegio Público","SAN PABLO",28006366,"Centro público",0
25898,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","SANTA ANA Y SAN RAFAEL",28006378,"Centro privado",1
25899,"ESPAÑA","MADRID","Colegio Público","SANTA MARIA",28006381,"Centro público",0
25900,"ESPAÑA","MADRID","Colegio Público","SANTO DOMINGO",28006391,"Centro público",0
25901,"ESPAÑA","MADRID","Colegio Público","TIRSO DE MOLINA",28006408,"Centro público",0
25902,"ESPAÑA","MADRID","Colegio Público","LA ALAMEDA",28006411,"Centro público",0
25903,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","VEDRUNA",28006457,"Centro privado",1
25904,"ESPAÑA","MADRID","Colegio Público","PADRE COLOMA",28005994,"Centro público",0
25905,"ESPAÑA","MADRID","Colegio Público","PADRE MARIANA",28006007,"Centro público",0
25906,"ESPAÑA","MADRID","Centro Privado de Educación Secundaria","PADRE PIQUER",28006019,"Centro privado",2
25907,"ESPAÑA","MADRID","Colegio Público","PADRE POVEDA",28006020,"Centro público",0
25908,"ESPAÑA","MADRID","Colegio Público","PARQUE ALUCHE",28006044,"Centro público",0
25909,"ESPAÑA","MADRID","Colegio Público","PERU",28006056,"Centro público",0
25910,"ESPAÑA","MADRID","Colegio Público","PINAR DEL REY",28006068,"Centro público",0
25911,"ESPAÑA","MADRID","Colegio Público","PIO XII",28006071,"Centro público",0
25912,"ESPAÑA","MADRID","Colegio Público","PUERTO RICO",28006101,"Centro público",0
25913,"ESPAÑA","MADRID","Colegio Público","GONZALO DE BERCEO",28006111,"Centro público",0
25914,"ESPAÑA","MADRID","Colegio Público","RAMIRO DE MAEZTU",28006123,"Centro público",0
25915,"ESPAÑA","MADRID","Colegio Público","REGIMIENTO INMEMORIAL DEL REY",28006135,"Centro público",0
25916,"ESPAÑA","MADRID","Colegio Público","REPUBLICA DEL BRASIL",28006159,"Centro público",0
25917,"ESPAÑA","MADRID","Colegio Público","REPUBLICA DOMINICANA",28006160,"Centro público",0
25918,"ESPAÑA","MADRID","Colegio Público","REPUBLICA DE ECUADOR",28006172,"Centro público",0
25919,"ESPAÑA","MADRID","Colegio Público","REPUBLICA DEL PARAGUAY",28006184,"Centro público",0
25920,"ESPAÑA","MADRID","Colegio Público","REPUBLICA DEL URUGUAY",28006196,"Centro público",0
25921,"ESPAÑA","MADRID","Colegio Público","LUIS DE GONGORA",28005741,"Centro público",0
25922,"ESPAÑA","MADRID","Colegio Público","MANUEL DE FALLA",28005763,"Centro público",0
25923,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MARIA INMACULADA",28005787,"Centro privado",1
25924,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MARIA INMACULADA",28005799,"Centro privado",1
25925,"ESPAÑA","MADRID","Centro Privado de Educación Infantil","MARIA INMACULADA",28005805,"Centro privado",2
25926,"ESPAÑA","MADRID","Colegio Público","JORGE MANRIQUE",28005817,"Centro público",0
25927,"ESPAÑA","MADRID","Colegio Público","MARQUES DE MARCENADO",28005830,"Centro público",0
25928,"ESPAÑA","MADRID","Centro Privado con varias Enseñanzas de Régimen General","MATER AMABILIS",28005842,"Centro privado",1
25929,"ESPAÑA","MADRID","Colegio Público","AMOS ACERO",28005854,"Centro público",0
25930,"ESPAÑA","MADRID","Colegio Público","MEJICO",28005866,"Centro público",0
25931,"ESPAÑA","MADRID","Colegio Público","MENDEZ NUNEZ",28005878,"Centro público",0
25932,"ESPAÑA","MADRID","Colegio Público","MENENDEZ Y PELAYO",28005881,"Centro público",0
25933,"ESPAÑA","MADRID","Colegio Público","MENENDEZ PIDAL",28005891,"Centro público",0
25934,"ESPAÑA","CIEMPOZUELOS","Colegio Público","VENTURA RODRIGUEZ",28002166,"Centro público",0
25935,"ESPAÑA","CIEMPOZUELOS","Instituto de Educación Secundaria (IES)","JUAN CARLOS I",28002181,"Centro público",0
25936,"ESPAÑA","CIEMPOZUELOS","Colegio Público","VIRGEN DEL CONSUELO",28002191,"Centro público",0
25937,"ESPAÑA","CIEMPOZUELOS","Centro Privado de Formación Profesional Específica","SAN JUAN DE DIOS",28002208,"Centro privado",2
25938,"ESPAÑA","COBEÑA","Colegio Público","VILLA DE COBEÑA",28002211,"Centro público",0
